Time,Levels(ft),Inflows(Cs),Disch(Cs)
2011.159,1621.28,6126,15635
2011.162,1620.64,5725,16040
2011.164,1619.74,6946,20965
2011.167,1618.81,7523,20770
2011.17,1618.2,12207,20895
2011.173,1617.67,13247,20797
2011.175,1617,11537,21080
2011.178,1616.15,8773,20880
2011.181,1615.25,8181,21000
2011.184,1614.31,7690,21080
2011.186,1613.45,8630,20879
2011.189,1612.58,8609,21000
2011.192,1611.65,7753,21000
2011.195,1610.67,7041,21000
2011.197,1609.71,7447,21121
2011.2,1608.82,8203,20879
2011.203,1607.9,7976,21081
2011.205,1606.98,7937,21040
2011.208,1606.16,9199,20879
2011.211,1605.31,8892,21000
2011.214,1604.49,9216,20896
2011.216,1603.67,9269,20948
2011.219,1602.84,7459,19281
2011.222,1602.05,8132,19385
2011.225,1601.24,7848,19384
2011.227,1600.41,7642,19466
2011.23,1599.6,8438,19269
2011.233,1598.83,9780,19391
2011.236,1598.09,10115,19350
2011.238,1597.36,10240,19350
2011.241,1596.87,12881,18996
2011.244,1596.23,11501,19489
2011.247,1595.5,10605,19718
2011.249,1594.7,10916,20900
2011.252,1593.77,9294,20900
2011.255,1592.96,9299,19408
2011.258,1592.37,8124,15487
2011.26,1591.83,8089,14830
2011.263,1591.18,6614,14726
2011.266,1590.51,6643,15004
2011.268,1590.02,7536,13651
2011.271,1589.72,6821,10565
2011.274,1589.42,6787,10531
2011.277,1589.2,7854,10600
2011.279,1589.01,8264,10635
2011.282,1588.89,9170,10669
2011.285,1588.77,9103,10600
2011.288,1588.5,9813,13183
2011.29,1588.27,10670,13540
2011.293,1588.27,13419,13419
2011.296,1588.43,15496,13500
2011.299,1588.59,15462,13465
2011.301,1588.2,12308,13431
2011.304,1588.36,11544,13291
2011.307,1588.01,10106,14474
2011.31,1587.43,10439,17678
2011.312,1586.92,11626,17990
2011.315,1586.27,12396,20508
2011.318,1585.76,14398,20764
2011.321,1585.32,15879,21370
2011.323,1584.96,17692,22185
2011.326,1584.58,18545,23288
2011.329,1584.2,19108,23850
2011.332,1583.77,18963,24329
2011.334,1583.33,19440,24932
2011.337,1582.74,19275,26638
2011.34,1582.01,19910,29020
2011.342,1581.74,20611,23982
2011.345,1581.24,22636,28876
2011.348,1580.8,23799,29290
2011.351,1580.2,21512,29000
2011.353,1579.47,21219,29215
2011.356,1578.9,22681,28595
2011.359,1578.09,22595,31000
2011.362,1577.32,23141,31130
2011.364,1576.7,24523,30957
2011.367,1576.08,24567,31000
2011.37,1575.42,24151,31000
2011.373,1574.72,23780,31043
2011.375,1574.3,26772,31130
2011.378,1573.95,27455,31086
2011.381,1573.8,29270,30827
2011.384,1573.97,32807,31043
2011.386,1574.03,32241,31619
2011.389,1573.76,29416,32217
2011.392,1573.21,26336,32043
2011.395,1572.73,26059,31040
2011.397,1572.55,29133,31000
2011.4,1572.42,29521,30870
2011.403,1572.95,34630,29130
2011.405,1573.1,30556,29000
2011.408,1573.43,32466,29043
2011.411,1573.93,34189,29000
2011.414,1574.2,31801,29000
2011.416,1574.62,34353,29994
2011.419,1574.63,30103,30000
2011.422,1574.33,25339,28452
2011.425,1573.63,21038,28301
2011.427,1573.04,19959,26081
2011.43,1572.74,21929,25042
2011.433,1572.59,23444,25000
2011.436,1572.45,23590,25043
2011.438,1572.36,23981,24914
2011.441,1572.1,23178,25876
2011.444,1571.76,22644,26173
2011.447,1571.8,26328,25913
2011.449,1572.18,29815,25871
2011.452,1572.84,32804,25956
2011.455,1573.82,37588,27419
2011.458,1574.84,39458,28875
2011.46,1576.38,44850,28870
2011.463,1577.42,39791,29000
2011.466,1578.08,36021,29173
2011.468,1578.87,37240,29043
2011.471,1579.8,38608,28957
2011.474,1580.9,42264,28957
2011.477,1582.5,48969,29000
2011.479,1584.24,50888,29173
2011.482,1586.38,55363,28655
2011.485,1588.69,57663,28334
2011.488,1590.61,53387,29424
2011.49,1592.88,57330,29000
2011.493,1594.89,54085,29000
2011.496,1596.25,46975,30001
2011.499,1597.6,46848,30000
2011.501,1598.55,41813,29957
2011.504,1599.7,44615,30262
2011.507,1600.6,42158,29868
2011.51,1601.28,39600,29913
2011.512,1602.06,41023,29914
2011.515,1602.95,42676,30000
2011.518,1604.01,45055,29957
2011.521,1605.19,46981,30173
2011.523,1606.04,41935,29827
2011.526,1606.6,38062,30086
2011.529,1607.11,37436,30173
2011.532,1607.73,38659,29827
2011.534,1608.62,42720,30043
2011.537,1610.62,54994,26507
2011.54,1611.7,41124,25740
2011.542,1612.57,38434,26043
2011.545,1613.58,39557,25170
2011.548,1614.72,41193,24965
2011.551,1615.81,40482,24957
2011.553,1617.13,43758,24957
2011.556,1618.34,44124,26888
2011.559,1619.9,49264,27045
2011.562,1621.7,55735,26910
2011.564,1625.12,82036,26913
2011.567,1628.03,73730,26827
2011.57,1630.57,68112,27173
2011.573,1632.56,59075,27000
2011.575,1634.04,50767,26913
2011.578,1635.26,46708,27044
2011.581,1636.42,45696,27000
2011.584,1637.53,44935,27043
2011.586,1638.49,42472,27000
2011.589,1639.38,41344,27000
2011.592,1640.41,44365,27043
2011.595,1641.34,43578,26957
2011.597,1642.29,43891,26913
2011.6,1643.24,43936,26957
2011.603,1644.91,56847,27000
2011.605,1646,46394,26914
2011.608,1647.3,48360,25126
2011.611,1648.54,47162,25000
2011.614,1650.57,61414,25759
2011.616,1654.83,92890,17646
2011.619,1656.71,51600,18000
2011.622,1658.93,61967,22291
2011.625,1662.42,91503,25610
2011.627,1664.05,62895,31174
2011.63,1665.27,56695,32954
2011.633,1666.4,54767,32776
2011.636,1667.35,51228,32741
2011.638,1668.16,48551,32787
2011.641,1668.91,47346,32751
2011.644,1669.72,48481,32719
2011.647,1670.5,47979,32799
2011.649,1671.16,45545,32700
2011.652,1671.76,44336,32660
2011.655,1672.69,50718,32621
2011.658,1673.39,46284,32661
2011.66,1673.95,43195,32297
2011.663,1674.4,41283,32526
2011.666,1674.91,42625,32700
2011.668,1675.54,44960,32700
2011.671,1676.19,45350,32700
2011.674,1676.64,41457,32700
2011.677,1676.94,38538,32700
2011.679,1677.23,38274,32630
2011.682,1677.43,36535,32643
2011.685,1677.66,36639,32163
2011.688,1678.11,41295,32537
2011.69,1679.28,55196,32831
2011.693,1679.84,43278,32381
2011.696,1680.17,41614,32333
2011.699,1680.4,40985,36141
2011.701,1680.57,39723,36142
2011.704,1680.7,38879,36141
2011.707,1680.93,41078,36234
2011.71,1681.02,38153,36258
2011.712,1681.02,36300,36300
2011.715,1680.93,31530,33425
2011.718,1680.76,28720,32300
2011.721,1680.51,27035,32300
2011.723,1680.35,25329,28700
2011.726,1680.24,25350,27667
2011.729,1680.12,24890,27417
2011.732,1679.95,24374,27875
2011.734,1679.69,22314,27374
2011.737,1679.59,21679,23625
2011.74,1679.52,21138,22500
2011.742,1679.4,20165,22500
2011.745,1679.26,19776,22500
2011.748,1679.08,18997,22500
2011.751,1678.86,18219,22500
2011.753,1678.65,18496,22583
2011.756,1678.46,18720,22417
2011.759,1678.26,18608,22500
2011.762,1677.98,19402,24852
2011.764,1677.5,18159,27500
2011.767,1676.96,17117,27625
2011.77,1676.53,19007,27375
2011.773,1675.93,15823,27500
2011.775,1675.26,14462,27500
2011.778,1674.84,14325,22500
2011.781,1674.64,14075,17967
2011.784,1674.44,13375,17267
2011.786,1674.33,12946,15086
2011.789,1674.26,12555,13917
2011.792,1674.26,12291,12291
2011.795,1674.29,12500,11917
2011.797,1674.31,12473,12083
2011.8,1674.34,12000,12000
2011.803,1674.3,11805,12000
2011.805,1674.25,11027,12000
2011.808,1674.21,11222,12000
2011.811,1674.14,10679,12042
2011.814,1674.05,10415,12166
2011.816,1673.95,10095,12041
2011.819,1673.84,9987,12187
2011.822,1673.73,9732,11872
2011.825,1673.6,9387,11917
2011.827,1673.46,10089,12813
2011.83,1673.27,9302,13000
2011.833,1673.1,10224,13532
2011.836,1672.82,9108,14558
2011.838,1672.57,9594,14459
2011.841,1672.34,9148,13624
2011.844,1672.13,8915,13001
2011.847,1671.93,9025,12917
2011.849,1671.75,9047,12550
2011.852,1671.56,8803,12500
2011.855,1671.34,8634,12916
2011.858,1671.1,8789,13459
2011.86,1670.86,8787,13458
2011.863,1670.62,8829,13500
2011.866,1670.37,8635,13500
2011.868,1670.1,8246,13500
2011.871,1669.84,8439,13500
2011.874,1669.58,7962,13021
2011.877,1669.33,8243,13108
2011.879,1669.04,8052,13696
2011.882,1668.69,7230,14041
2011.885,1668.34,7189,14000
2011.888,1668,7384,14000
2011.89,1667.64,7035,14042
2011.893,1667.3,7896,14512
2011.896,1666.91,7911,15500
2011.899,1666.48,7355,15723
2011.901,1666.01,7059,16205
2011.904,1665.58,7822,16191
2011.907,1665.16,8177,16350
2011.91,1664.68,7168,16509
2011.912,1664.18,7161,16891
2011.915,1663.66,6780,16900
2011.918,1663.16,7787,17517
2011.921,1662.63,7486,17800
2011.923,1662.1,7486,17800
2011.926,1661.56,7291,17800
2011.929,1660.95,6104,17975
2011.932,1660.4,6855,17558
2011.934,1659.92,7228,16442
2011.937,1659.51,8911,16238
2011.94,1659.06,7302,15345
2011.942,1658.65,7861,15188
2011.945,1658.19,7096,15317
2011.948,1657.71,6963,15542
2011.951,1657.26,7456,15500
2011.953,1656.8,7280,15500
2011.956,1656.29,6885,16000
2011.959,1655.76,6728,16200
2011.962,1655.2,6391,16400
2011.964,1654.66,6716,16367
2011.967,1654.09,5998,16184
2011.97,1653.56,6310,15783
2011.973,1653.03,5928,15400
2011.975,1652.53,6504,15441
2011.978,1652,5928,15400
2011.981,1651.49,6436,15550
2011.984,1650.93,6021,16030
2011.986,1650.37,6042,16050
2011.989,1649.82,6220,16050
2011.992,1649.26,5999,16008
2011.995,1648.7,6085,16092
2011.997,1648.13,5903,16091
2012,1647.51,5716,16797
2012.003,1646.86,6024,17641
2012.005,1646.2,5679,17475
2012.008,1645.49,5379,18067
2012.011,1644.8,5485,17817
2012.014,1644.1,5289,17800
2012.016,1643.44,5205,17000
2012.019,1643,8699,16563
2012.022,1642.38,5419,16500
2012.025,1641.84,6707,16358
2012.027,1641.28,6374,16383
2012.03,1640.66,5686,16767
2012.033,1640.04,6020,17100
2012.036,1639.37,6313,17183
2012.038,1638.7,6260,17059
2012.041,1638.22,9364,17100
2012.044,1637.74,9089,16825
2012.046,1637.25,8103,16000
2012.049,1636.72,7539,16083
2012.052,1636.2,7620,16000
2012.055,1635.59,7085,16917
2012.057,1634.95,6684,17000
2012.06,1634.28,6201,17000
2012.063,1633.61,6638,17437
2012.066,1632.92,6421,17542
2012.068,1632.18,6489,18416
2012.071,1631.41,6050,18461
2012.074,1630.6,5445,18500
2012.077,1629.81,5909,18643
2012.079,1628.97,5697,19236
2012.082,1628.08,4876,19221
2012.085,1627.2,5118,19300
2012.087,1626.32,5115,19300
2012.09,1625.42,4794,19300
2012.093,1624.51,4854,19521
2012.096,1623.57,5415,19666
2012.098,1622.65,4490,19317
2012.101,1621.74,4471,19139
2012.104,1620.85,4480,18825
2012.107,1620,5100,18800
2012.109,1619.1,6380,19200
2012.112,1618.2,6882,19700
2012.115,1617.25,6207,19739
2012.117,1616.28,5935,19750
2012.12,1615.25,5407,20079
2012.123,1614.29,6483,20157
2012.126,1613.34,6430,19961
2012.128,1612.41,6555,19803
2012.131,1611.37,5555,20367
2012.134,1610.31,5380,20479
2012.137,1609.27,5587,20400
2012.139,1608.25,5832,20360
2012.142,1607.24,5739,20125
2012.145,1606.3,6751,20140
2012.148,1605.38,6681,19785
2012.15,1604.37,5413,19800
2012.153,1603.38,5700,19800
2012.156,1602.35,5128,19800
2012.158,1601.35,5557,19800
2012.161,1600.29,4820,19918
2012.164,1599.12,5656,20769
2012.167,1598.1,8090,20821
2012.169,1596.98,6922,20900
2012.172,1595.83,6347,20900
2012.175,1594.66,6260,20861
2012.178,1593.8,10167,20900
2012.18,1593.11,12289,20900
2012.183,1592.15,8879,20860
2012.186,1591.08,7425,20780
2012.189,1589.96,6923,20900
2012.191,1588.79,6217,20820
2012.194,1587.62,6299,20900
2012.197,1586.37,5300,20900
2012.199,1585.18,6127,20980
2012.202,1583.95,5550,20900
2012.205,1582.72,5381,20981
2012.208,1581.43,5049,20900
2012.21,1580.14,4801,20900
2012.213,1578.83,7012,20900
2012.216,1577.65,8657,20900
2012.219,1576.62,9439,20126
2012.221,1575.6,9419,20004
2012.224,1574.51,8690,20000
2012.227,1573.44,8897,20000
2012.23,1572.35,8651,19960
2012.232,1571.22,8355,20081
2012.235,1570.2,9295,19879
2012.238,1569.18,9417,20000
2012.24,1568.05,8275,20000
2012.243,1566.82,7317,20080
2012.246,1565.56,6926,20000
2012.249,1564.5,8096,19095
2012.251,1563.63,10033,19060
2012.254,1562.95,12044,19100
2012.257,1562.22,11525,19100
2012.26,1561.51,11692,19059
2012.262,1560.72,10903,19100
2012.265,1559.98,11460,19100
2012.268,1559.1,11727,19100
2012.27,1558.24,11935,19141
2012.273,1557.84,12631,15983
2012.276,1557.75,12015,12769
2012.279,1557.82,13276,12689
2012.281,1557.79,12148,12400
2012.284,1557.62,10926,12350
2012.287,1557.45,10054,11484
2012.29,1557.3,9308,10565
2012.292,1557.08,8733,10577
2012.295,1556.86,9025,10867
2012.298,1556.61,8805,10900
2012.301,1556.34,8442,10705
2012.303,1556.32,9315,9482
2012.306,1556.37,10058,9639
2012.309,1556.68,12079,9482
2012.311,1556.94,11778,9600
2012.314,1557.25,12198,9600
2012.317,1557.35,11703,10865
2012.32,1557.36,12812,12728
2012.322,1557.4,12913,12578
2012.325,1557.37,12920,13171
2012.328,1557.13,12259,14271
2012.331,1556.81,11820,14500
2012.333,1556.1,11317,17267
2012.336,1555.27,10684,17639
2012.339,1554.07,10043,20098
2012.342,1552.79,9334,20060
2012.344,1551.6,10050,20022
2012.347,1550.45,10464,20100
2012.35,1549.4,11380,20178
2012.352,1548.56,12943,19982
2012.355,1547.85,14269,20289
2012.358,1547.28,15323,20100
2012.361,1546.72,15948,20640
2012.363,1546.14,15739,20600
2012.366,1545.59,15913,20521
2012.369,1544.9,14897,20679
2012.372,1544.08,14889,21760
2012.374,1543.27,14688,21475
2012.377,1542.58,15902,21684
2012.38,1542.08,17410,21600
2012.383,1541.6,17578,21600
2012.385,1541.04,16907,21600
2012.388,1540.43,16489,21600
2012.391,1539.65,15440,21600
2012.393,1538.68,14516,21600
2012.396,1537.94,16153,21558
2012.399,1537.63,19378,21642
2012.402,1537.82,22904,21516
2012.404,1538,22915,21600
2012.407,1538.06,22122,21684
2012.41,1538.2,22623,21600
2012.413,1538.85,26347,21600
2012.415,1539.32,26331,28899
2012.418,1539.92,28733,24351
2012.421,1540.45,29073,24717
2012.423,1540.67,26844,25000
2012.426,1540.71,25414,25079
2012.429,1540.79,25749,25079
2012.432,1540.55,22989,25000
2012.434,1540.13,21480,25000
2012.437,1538.95,16242,25000
2012.44,1537.57,14921,25000
2012.443,1536.2,14994,25000
2012.445,1534.66,14961,26209
2012.448,1533.34,17934,27575
2012.451,1532.06,18626,27975
2012.454,1530.83,18936,27919
2012.456,1529.46,18411,28418
2012.459,1528.42,21324,28919
2012.462,1527.94,25984,29490
2012.464,1527.76,28127,29441
2012.467,1527.62,29101,30124
2012.47,1527.54,29499,30083
2012.473,1527.88,32025,29542
2012.475,1528.77,35960,29459
2012.478,1530.1,39259,29541
2012.481,1531.88,42501,29500
2012.484,1533.31,39986,29542
2012.486,1534.25,36241,29375
2012.489,1534.5,31285,29459
2012.492,1534.58,30267,29683
2012.495,1534.7,30577,29700
2012.497,1534.85,30612,29517
2012.5,1535.2,32056,29500
2012.503,1536.03,35728,29666
2012.505,1537.29,38661,29458
2012.508,1539,41494,29459
2012.511,1540.56,41497,29500
2012.514,1541.51,37460,29500
2012.516,1543.09,42739,29500
2012.519,1544.36,38685,28042
2012.522,1545.22,35765,28559
2012.525,1546.14,35924,28216
2012.527,1546.99,34897,27775
2012.53,1548.07,35822,26771
2012.533,1549.44,37980,26500
2012.536,1550.54,35717,26500
2012.538,1551.15,31611,26500
2012.541,1551.63,28599,24577
2012.544,1552.2,27654,22877
2012.546,1553.18,30997,22786
2012.549,1554.37,33736,23763
2012.552,1555.65,34408,26383
2012.555,1556.74,32551,23417
2012.557,1557.56,30107,23236
2012.56,1558.92,34500,23104
2012.563,1560.75,40232,23400
2012.566,1562.92,45332,22815
2012.568,1564.72,41566,22889
2012.571,1566.36,40323,23306
2012.574,1567.93,39665,23375
2012.577,1569.9,41760,21318
2012.579,1572.13,46052,22913
2012.582,1574.31,45218,22598
2012.585,1576.8,48926,23089
2012.587,1579.52,50762,22538
2012.59,1582.32,56710,22775
2012.593,1585.1,57809,23115
2012.596,1586.88,45890,23675
2012.598,1588.11,39051,23700
2012.601,1589.23,37858,23880
2012.604,1590.33,38686,23958
2012.607,1591.6,39358,23508
2012.609,1592.78,38127,23400
2012.612,1593.85,36529,23175
2012.615,1594.96,36858,23005
2012.617,1595.95,35444,23089
2012.62,1597.05,36517,22788
2012.623,1598.4,39365,22517
2012.626,1599.77,39918,22819
2012.628,1601.3,44750,23363
2012.631,1603.1,46863,21225
2012.634,1606.18,63514,19643
2012.637,1608.36,53949,22898
2012.639,1610.93,59674,23069
2012.642,1614.5,73608,22758
2012.645,1616.95,56275,21378
2012.648,1619.33,53157,19258
2012.65,1622.6,69405,17954
2012.653,1625.12,57912,17296
2012.656,1627.29,52970,17993
2012.658,1629.2,47970,17186
2012.661,1630.85,43483,16889
2012.664,1632.32,40168,16475
2012.667,1633.72,39238,16674
2012.669,1634.9,37041,18021
2012.672,1635.91,35325,19046
2012.675,1637.09,38420,19400
2012.678,1638.2,36559,18669
2012.68,1639.56,39956,18036
2012.683,1640.96,42609,18360
2012.686,1642.3,43154,19205
2012.689,1643.61,42370,18957
2012.691,1644.6,36643,18950
2012.694,1645.43,33905,19071
2012.697,1646.18,33148,19744
2012.699,1646.98,34637,20339
2012.702,1647.8,35498,20843
2012.705,1648.79,37688,19993
2012.708,1649.55,32574,18992
2012.71,1650.39,34078,19065
2012.713,1651.32,33214,16594
2012.716,1653.84,58554,14267
2012.719,1654.92,32658,13357
2012.721,1655.83,29714,13450
2012.724,1656.45,24704,13623
2012.727,1657.07,24598,13818
2012.73,1657.52,22499,14457
2012.732,1657.64,18781,16636
2012.735,1657.6,17314,18029
2012.738,1657.49,17073,19038
2012.74,1657.47,18942,19300
2012.743,1657.52,20357,19464
2012.746,1657.44,18380,19809
2012.749,1657.24,16563,20138
2012.751,1657,15953,20242
2012.754,1656.76,16277,20566
2012.757,1656.5,16095,20742
2012.76,1656.2,15438,20800
2012.762,1655.85,14888,21142
2012.765,1655.47,13958,20750
2012.768,1655.08,13688,20658
2012.77,1654.68,13635,20784
2012.773,1654.24,12674,20538
2012.776,1653.84,12414,19562
2012.779,1653.55,11725,16908
2012.781,1653.22,11751,17650
2012.784,1652.88,11600,17676
2012.787,1652.66,11267,15200
2012.79,1652.68,10429,10071
2012.792,1652.81,11035,8711
2012.795,1652.93,10739,8595
2012.798,1653.04,10275,8308
2012.801,1653.18,10802,8300
2012.803,1653.27,9908,8300
2012.806,1653.35,9644,8213
2012.809,1653.42,9507,8257
2012.811,1653.5,9730,8300
2012.814,1653.6,9914,8127
2012.817,1653.67,9426,8175
2012.82,1653.75,9476,8045
2012.822,1653.76,9203,9025
2012.825,1653.83,9193,7942
2012.828,1653.9,9234,7983
2012.831,1653.94,8615,7900
2012.833,1654,8930,7858
2012.836,1654.04,8615,7900
2012.839,1653.93,8331,10297
2012.842,1653.74,8022,11417
2012.844,1653.49,7153,11621
2012.847,1653.18,7459,13000
2012.85,1652.9,7954,12959
2012.852,1652.55,8091,14346
2012.855,1652.16,7688,14659
2012.858,1651.72,7307,15170
2012.861,1651.32,7647,14796
2012.863,1650.9,7227,14733
2012.866,1650.46,7128,14992
2012.869,1649.94,6932,16225
2012.872,1649.5,7369,15233
2012.874,1649.06,7682,15546
2012.877,1648.62,7644,15508
2012.88,1648.15,7459,15858
2012.883,1647.67,7104,15684
2012.885,1647.17,6864,15800
2012.888,1646.69,6980,15558
2012.891,1646.19,7022,15958
2012.893,1645.67,6559,15853
2012.896,1645.18,6951,15708
2012.899,1644.68,6845,15781
2012.902,1644.17,6726,15841
2012.904,1643.58,5569,16113
2012.907,1643.03,6433,16263
2012.91,1642.43,5816,16540
2012.913,1641.85,6406,16771
2012.915,1641.26,6322,16868
2012.918,1640.65,6137,17038
2012.921,1640.04,5859,16761
2012.923,1639.43,7131,17033
2012.926,1638.8,7106,17261
2012.929,1638.15,7271,17747
2012.932,1637.45,6564,17846
2012.934,1636.77,6978,17939
2012.937,1636.1,7102,17900
2012.94,1635.43,6868,17667
2012.943,1634.78,6648,17126
2012.945,1634.24,6790,15492
2012.948,1633.66,5814,15163
2012.951,1633.12,6027,14731
2012.954,1632.68,5919,13010
2012.956,1632.31,6248,12212
2012.959,1631.96,6087,11728
2012.962,1631.62,6654,12134
2012.964,1631.32,7157,11993
2012.967,1630.96,6766,12568
2012.97,1630.5,5817,13231
2012.973,1630.01,5815,13713
2012.975,1629.49,5811,14192
2012.978,1628.88,4866,14699
2012.981,1628.28,5471,15141
2012.984,1627.63,4858,15333
2012.986,1627,5186,15341
2012.989,1626.35,5154,15631
2012.992,1625.73,5068,15061
2012.995,1625.14,5334,14843
2012.997,1624.49,4934,15411
2013,1623.8,4656,15778
2013.003,1623.14,5021,15658
2013.005,1622.46,5201,16161
2013.008,1621.75,4664,16108
2013.011,1621.02,4623,16389
2013.014,1620.3,4526,16131
2013.016,1619.52,4578,16250
2013.019,1618.73,4998,16250
2013.022,1617.98,5496,16179
2013.025,1617.26,5595,15850
2013.027,1616.51,5162,15845
2013.03,1615.78,5424,15821
2013.033,1615.05,5260,15659
2013.036,1614.32,5382,15780
2013.038,1613.57,5304,15986
2013.041,1612.8,5147,16115
2013.044,1612.01,4932,16185
2013.047,1611.25,5223,16047
2013.049,1610.8,9576,15986
2013.052,1610.3,7772,14894
2013.055,1609.78,6261,13667
2013.058,1609.18,5638,14185
2013.06,1608.56,5439,14269
2013.063,1607.92,5191,14308
2013.066,1607.26,5080,14480
2013.068,1606.62,5184,14300
2013.071,1605.96,4831,14232
2013.074,1605.24,4255,14510
2013.077,1604.56,4673,14359
2013.079,1603.89,4857,14400
2013.082,1603.16,4710,15108
2013.085,1602.38,4748,15858
2013.088,1601.58,4506,15900
2013.09,1600.76,4191,15871
2013.093,1599.95,4421,15871
2013.096,1599.44,6012,12377
2013.099,1599.55,12020,10647
2013.101,1600.05,16735,10407
2013.104,1599.88,9819,12029
2013.107,1599.51,8131,12748
2013.11,1599.06,7305,12921
2013.112,1598.6,6877,12619
2013.115,1598.1,7039,13279
2013.118,1597.46,6280,14267
2013.121,1596.77,6694,15305
2013.123,1596.19,6572,13811
2013.126,1595.65,7478,14218
2013.129,1595.27,7302,12044
2013.132,1594.97,6774,10818
2013.134,1594.64,6716,10835
