,Time,Levels(ft),Inflows(Cs),Disch(Cs)
5605,2014.342,1581.86,20526,23272
5606,2014.345,1581.57,21040,23759
5607,2014.348,1581.32,21299,24419
5608,2014.351,1581.02,21256,25000
5609,2014.353,1580.87,23528,25400
5610,2014.356,1580.73,23695,25443
5611,2014.359,1580.52,22047,24667
5612,2014.362,1580.41,22756,24129
5613,2014.364,1580.17,21765,24760
5614,2014.367,1579.72,20139,25166
5615,2014.37,1579.17,19459,25166
5616,2014.373,1578.29,15868,25000
5617,2014.375,1577.4,15764,25000
5618,2014.378,1576.61,16804,25000
5619,2014.381,1576.07,16550,22154
5620,2014.384,1575.56,15847,21139
5621,2014.386,1575.39,19687,21451
5622,2014.389,1575.11,18505,21410
5623,2014.392,1574.81,18297,21410
5624,2014.395,1574.72,20476,21410
5625,2014.397,1574.54,18512,20380
5626,2014.4,1574.22,16980,20300
5627,2014.403,1573.97,17614,20208
5628,2014.405,1573.76,17929,20108
5629,2014.408,1573.81,19253,18734
5630,2014.411,1574.21,23858,19708
5631,2014.414,1574.52,24300,21083
5632,2014.416,1574.67,23150,21594
5633,2014.419,1574.82,23190,21633
5634,2014.422,1574.82,21508,21508
5635,2014.425,1574.88,23248,22626
5636,2014.427,1575.2,26145,22825
5637,2014.43,1575.78,28818,22800
5638,2014.433,1576.63,29899,21078
5639,2014.436,1577.84,32041,19486
5640,2014.438,1578.99,33112,21179
5641,2014.441,1579.97,32672,22503
5642,2014.444,1580.73,33121,23700
5643,2014.447,1581.16,30796,25429
5644,2014.449,1581.5,29858,25615
5645,2014.452,1581.76,28220,24975
5646,2014.455,1582.38,32772,25034
5647,2014.458,1583.57,40785,25933
5648,2014.46,1585.04,44145,25800
5649,2014.463,1587.17,52384,25800
5650,2014.466,1589.57,5691,25738
5651,2014.468,1591.8,53833,26003
5652,2014.471,1594.03,53803,25972
5653,2014.474,1595.6,45619,26025
5654,2014.477,1596.46,37139,26405
5655,2014.479,1596.88,31431,26190
5656,2014.482,1597.3,31163,25921
5657,2014.485,1597.71,31911,26794
5658,2014.488,1598.05,20888,26645
5659,2014.49,1598.62,33682,26568
5660,2014.493,1599.64,39187,26457
5661,2014.496,1600.59,39527,26630
5662,2014.499,1601.86,44303,26213
5663,2014.501,1603.77,51635,24430
5664,2014.504,1605.33,46957,24738
5665,2014.507,1606.71,44457,24800
5666,2014.51,1607.93,42500,25124
5667,2014.512,1609.06,41665,25569
5668,2014.515,1610.17,41537,25727
5669,2014.518,1611.41,43567,25905
5670,2014.521,1612.58,42674,26008
5671,2014.523,1613.77,43250,26300
5672,2014.526,1615.12,45442,26214
5673,2014.529,1616.62,47624,26258
5674,2014.532,1618.36,51126,23642
5675,2014.534,1620.22,53080,26175
5676,2014.537,1622.1,56519,26217
5677,2014.54,1624.15,59008,25967
5678,2014.542,1625.9,53802,25596
5679,2014.545,1627.38,49654,25800
5680,2014.548,1629.3,56746,25800
5681,2014.551,1630.87,51105,25800
5682,2014.553,1632.17,46692,25738
5683,2014.556,1633.22,42565,25642
5684,2014.559,1634.45,45383,25558
5685,2014.562,1635.98,52472,25812
5686,2014.564,1637.64,52657,25900
5687,2014.567,1639.33,53138,25900
5688,2014.57,1641.44,62435,25900
5689,2014.573,1643.48,62319,25859
5690,2014.575,1645.54,62716,25900
5691,2014.578,1647.41,59321,25900
5692,2014.581,1649.19,57713,25900
5693,2014.584,1650.99,58070,25900
5694,2014.586,1652.48,52104,25475
5695,2014.589,1653.84,49765,25458
5696,2014.592,1655.14,48733,25500
5697,2014.595,1656.38,47746,25584
5698,2014.597,1657.56,46837,25749
5699,2014.6,1658.8,46894,24731
5700,2014.603,1660.16,49577,25017
5701,2014.605,1661.47,50610,25118
5702,2014.608,1662.5,45045,25000
5703,2014.611,1663.5,44539,25079
5704,2014.614,1664.44,43453,25160
5705,2014.616,1665.41,43835,24958
5706,2014.619,1667.68,69800,25625
5707,2014.622,1669.89,74760,31958
5708,2014.625,1671.2,57354,31942
5709,2014.627,1671.61,42812,34833
5710,2014.63,1671.9,37643,32000
5711,2014.633,1672.14,36670,32000
5712,2014.636,1672.35,36087,32000
5713,2014.638,1672.52,35267,31959
5714,2014.641,1672.63,34016,31875
5715,2014.644,1672.67,32736,31958
5716,2014.647,1672.68,32237,32042
5717,2014.649,1672.62,30832,32000
5718,2014.652,1672.52,30054,32000
5719,2014.655,1672.38,29401,32125
5720,2014.658,1672.55,29108,25800
5721,2014.66,1672.6,26814,25814
5722,2014.663,1672.43,22492,25800
5723,2014.666,1672.3,23564,26094
5724,2014.668,1672.35,26150,25307
5725,2014.671,1672.31,23430,24208
5726,2014.674,1672.3,23202,23397
5727,2014.677,1672.6,24128,18290
5728,2014.679,1673.17,25770,14677
5729,2014.682,1673.81,26000,13545
5730,2014.685,1674.51,25920,12298
5731,2014.688,1675.34,27910,11758
5732,2014.69,1676.09,26355,11759
5733,2014.693,1676.58,23186,13650
5734,2014.696,1677.05,22989,13843
5735,2014.699,1677.47,22173,14000
5736,2014.701,1677.81,20640,14023
5737,2014.704,1678.13,20549,14321
5738,2014.707,1678.33,18142,14250
5739,2014.71,1678.43,16806,14860
5740,2014.712,1678.49,17830,16663
5741,2014.715,1678.42,17796,19158
5742,2014.718,1678.36,19637,20804
5743,2014.721,1678.34,21451,21841
5744,2014.723,1678.19,19251,22170
5745,2014.726,1677.95,17562,22233
5746,2014.729,1677.64,16820,22853
5747,2014.732,1677.36,18440,23888
5748,2014.734,1677,16994,24000
5749,2014.737,1676.6,16216,24000
5750,2014.74,1676.11,14465,24000
5751,2014.742,1675.69,15479,23654
5752,2014.745,1675.16,13237,23550
5753,2014.748,1674.75,15562,23542
5754,2014.751,1674.19,12602,23500
5755,2014.753,1673.75,14481,23043
5756,2014.756,1673,13542,22688
5757,2014.759,1672.88,14184,21969
5758,2014.762,1672.48,13766,21550
5759,2014.764,1672.12,13900,20906
5760,2014.767,1671.76,13970,20975
5761,2014.77,1671.44,13420,19648
5762,2014.773,1671.09,12039,18850
5763,2014.775,1670.71,11455,18850
5764,2014.778,1670.35,10644,17650
5765,2014.781,1670,10356,17167
5766,2014.784,1669.59,9537,17517
5767,2014.786,1669.21,9061,16554
5768,2014.789,1668.94,10128,15383
5769,2014.792,1668.65,9665,15308
5770,2014.795,1668.36,10391,16034
5771,2014.797,1668.04,9922,16150
5772,2014.8,1667.7,9052,15669
5773,2014.803,1667.34,8494,15500
5774,2014.805,1666.98,8274,15279
5775,2014.808,1666.63,8672,15483
5776,2014.811,1666.27,8394,15400
5777,2014.814,1665.92,8588,15400
5778,2014.816,1665.58,8667,15283
5779,2014.819,1665.26,8440,14667
5780,2014.822,1664.97,9056,14700
5781,2014.825,1664.65,8175,14402
5782,2014.827,1664.36,8115,13758
5783,2014.83,1664.1,8340,13400
5784,2014.833,1663.8,8003,13842
5785,2014.836,1663.44,7388,14394
5786,2014.838,1663.04,6750,14534
5787,2014.841,1662.62,6441,14614
5788,2014.844,1662.17,6181,14938
5789,2014.847,1661.83,8567,15184
5790,2014.849,1661.42,6837,14816
5791,2014.852,1660.92,4795,14525
5792,2014.855,1660.43,4789,14324
5793,2014.858,1659.95,4578,13839
5794,2014.86,1659.45,4743,13679
5795,2014.863,1658.59,3692,13700
5796,2014.866,1658.32,3633,13821
5797,2014.868,1657.77,3927,13757
5798,2014.871,1657.42,7243,13499
5799,2014.874,1657.04,6751,13542
5800,2014.877,1656.69,7519,13774
5801,2014.879,1656.31,7093,13884
5802,2014.882,1655.92,6842,13813
5803,2014.885,1655.55,6922,13534
5804,2014.888,1655.18,6670,13283
5805,2014.89,1654.8,6409,13200
5806,2014.893,1654.41,6086,13056
5807,2014.896,1653.95,5546,13767
5808,2014.899,1653.5,5682,13725
5809,2014.901,1653.02,5291,13870
5810,2014.904,1652.52,4988,13925
5811,2014.907,1652.01,4451,13565
5812,2014.91,1651.5,4414,13529
5813,2014.912,1651,4621,13557
5814,2014.915,1650.48,4584,13877
5815,2014.918,1649.95,4941,14413
5816,2014.921,1649.34,4177,15079
5817,2014.923,1648.7,4695,16133
5818,2014.926,1648.1,56876,16410
5819,2014.929,1647.42,4503,16657
5820,2014.932,1646.75,4482,16455
5821,2014.934,1646.13,5235,16317
5822,2014.937,1645.49,5088,16525
5823,2014.94,1644.82,4898,16873
5824,2014.942,1644.11,4669,17358
5825,2014.945,1643.37,4258,17483
5826,2014.948,1642.72,4510,16128
5827,2014.951,1642.28,6083,13947
5828,2014.953,1642.08,8444,12018
5829,2014.956,1641.7,5086,11877
5830,2014.959,1641.27,5271,12957
5831,2014.962,1640.8,4741,13140
5832,2014.964,1640.34,4840,13061
5833,2014.967,1639.87,5060,13233
5834,2014.97,1639.35,4666,13047
5835,2014.973,1638.81,4496,13200
5836,2014.975,1638.28,4579,13121
5837,2014.978,1637.72,4266,13292
5838,2014.981,1637.14,4132,13479
5839,2014.984,1636.56,4223,13572
5840,2014.986,1635.96,4337,14008
5841,2014.989,1635.36,4669,14340
5842,2014.992,1634.75,4695,14527
5843,2014.995,1634.12,4887,15041
5844,2014.997,1633.5,5067,15060
5845,2015,1632.71,4609,17342
5846,2015.003,1632.01,3788,15070
5847,2015.005,1631.3,3584,15028
5848,2015.008,1630.67,4386,14540
5849,2015.011,1630.07,4269,13940
5850,2015.014,1629.47,4766,14437
5851,2015.016,1628.88,5536,15046
5852,2015.019,1628.37,6803,15023
5853,2015.022,1627.76,5261,15099
5854,2015.025,1627.17,5819,15328
5855,2015.027,1626.52,4348,14825
5856,2015.03,1625.92,4990,14661
5857,2015.033,1625.31,4791,14623
5858,2015.036,1624.74,4976,14163
5859,2015.038,1624.28,6002,13416
5860,2015.041,1623.82,5185,12600
5861,2015.044,1623.32,5170,13229
5862,2015.047,1622.78,5297,14000
5863,2015.049,1622.17,4468,14299
5864,2015.052,1621.53,4224,14539
5865,2015.055,1620.86,3315,14115
5866,2015.058,1620.27,3204,12713
5867,2015.06,1619.74,3837,11892
5868,2015.063,1619.3,5532,11800
5869,2015.066,1618.8,4746,11867
5870,2015.068,1618.24,4132,12108
5871,2015.071,1617.65,4309,12714
5872,2015.074,1617.02,4490,13463
5873,2015.077,1616.24,3941,15050
5874,2015.079,1615.46,4076,15187
5875,2015.082,1614.59,5664,18056
5876,2015.085,1613.61,5517,19476
5877,2015.088,1612.57,4768,19581
5878,2015.09,1611.58,5679,19779
5879,2015.093,1610.64,5267,18657
5880,2015.096,1609.74,5481,18300
5881,2015.099,1608.78,4927,18600
5882,2015.101,1607.8,5118,19078
5883,2015.104,1606.79,4615,19000
5884,2015.107,1605.65,3180,19419
5885,2015.11,1604.52,3447,19542
5886,2015.112,1603.31,2767,20000
5887,2015.115,1602.08,3273,20792
5888,2015.118,1600.79,3237,21611
5889,2015.121,1599.44,3432,21674
5890,2015.123,1598.05,4663,22011
5891,2015.126,1596.69,5319,22292
5892,2015.129,1595.4,4915,21015
5893,2015.132,1594.09,4801,21150
5894,2015.134,1592.72,4694,21791
5895,2015.137,1591.42,5615,21840
5896,2015.14,1590.36,8502,21731
5897,2015.142,1589.23,6716,20819
5898,2015.145,1588.25,8397,20628
5899,2015.148,1587.22,8038,20892
5900,2015.151,1586.2,8310,21040
5901,2015.153,1585.26,8081,19813
5902,2015.156,1584.08,4673,19400
5903,2015.159,1582.86,4008,19233
5904,2015.162,1581.7,3624,18102
5905,2015.164,1580.95,65440,15900
5906,2015.167,1581.58,19767,11905
5907,2015.17,1581.82,11945,8949
5908,2015.173,1581.83,9490,9366
5909,2015.175,1581.81,10100,10349
5910,2015.178,1581.59,7821,10567
5911,2015.181,1581.19,5408,10400
5912,2015.184,1581.05,8653,10400
5913,2015.186,1580.85,7865,10361
5914,2015.189,1580.63,7693,10439
5915,2015.192,1580.35,8185,11679
5916,2015.195,1580,7553,11921
5917,2015.197,1579.42,6523,12541
5918,2015.2,1578.92,6812,12000
5919,2015.203,1578.5,7162,11521
5920,2015.205,1578.36,9110,10562
5921,2015.208,1578.24,9075,10321
5922,2015.211,1578.02,7880,10162
5923,2015.214,1577.66,6665,10400
5924,2015.216,1577.32,6913,10441
5925,2015.219,1577.06,7702,10400
5926,2015.222,1576.7,6664,10400
5927,2015.225,1576.48,8235,10518
5928,2015.227,1576.39,9467,10400
5929,2015.23,1576.37,10359,10567
5930,2015.233,1576.26,11251,12392
5931,2015.236,1576.1,12128,13788
5932,2015.238,1576.07,13966,14278
5933,2015.241,1576.15,15184,14353
5934,2015.244,1576.21,13300,12678
5935,2015.247,1576.65,14860,10294
5936,2015.249,1577.12,15583,10706
5937,2015.252,1577.12,11368,11368
5938,2015.255,1577.29,13223,11460
5939,2015.258,1577.73,15279,10714
5940,2015.26,1578.19,15074,10300
5941,2015.263,1578.54,13163,9532
5942,2015.266,1578.83,12750,9741
5943,2015.268,1579.16,12246,8820
5944,2015.271,1579.44,11847,8943
5945,2015.274,1579.64,10552,8476
5946,2015.277,1579.87,10891,8505
5947,2015.279,1579.87,10891,8505
5948,2015.282,1580.39,13466,8724
5949,2015.285,1580.77,13079,8336
5950,2015.288,1581.08,12246,8378
5951,2015.29,1581.56,14330,8339
5952,2015.293,1582.1,15039,8299
5953,2015.296,1582.6,14622,8382
5954,2015.299,1583.18,15501,8263
5955,2015.301,1583.62,13878,8386
5956,2015.304,1584.23,16077,8465
5957,2015.307,1585,18075,8465
5958,2015.31,1585.75,17825,8465
5959,2015.312,1586.51,17951,8465
5960,2015.315,1587.31,19474,9490
5961,2015.318,1587.89,18961,11723
5962,2015.321,1588.56,20677,12315
5963,2015.323,1589.1,19597,12857
5964,2015.326,1589.7,19842,12354
5965,2015.329,1590.24,20443,13704
5966,2015.332,1590.6,19093,14600
5967,2015.334,1591.02,20131,14889
5968,2015.337,1591.14,17124,15627
5969,2015.34,1591.17,16145,15770
5970,2015.342,1591.24,17295,16422
5971,2015.345,1591.48,20049,17054
5972,2015.348,1591.85,22110,17492
5973,2015.351,1592.44,24964,17600
5974,2015.353,1593.18,26795,17560
5975,2015.356,1593.53,26595,22227
5976,2015.359,1594.06,29449,22834
5977,2015.362,1594.84,32690,22956
5978,2015.364,1595.48,30952,22965
5979,2015.367,1595.62,24972,23044
5980,2015.37,1596.02,28042,23049
5981,2015.373,1596.03,23164,23040
5982,2015.375,1596.21,25372,23125
5983,2015.378,1596.95,32193,22958
5984,2015.381,1597.7,33193,23833
5985,2015.384,1598.23,31739,25125
5986,2015.386,1598.67,30492,25000
5987,2015.389,1599.14,30824,24958
5988,2015.392,1599.6,30741,25000
5989,2015.395,1600.02,30277,25000
5990,2015.397,1600.4,30412,25000
5991,2015.4,1600.55,27137,25000
5992,2015.403,1600.52,24449,24876
5993,2015.405,1600.42,23575,25000
5994,2015.408,1600.44,25285,25000
5995,2015.411,1600.54,26425,25000
5996,2015.414,1600.44,25283,26708
5997,2015.416,1600.33,24516,26083
5998,2015.419,1600.11,22866,26000
5999,2015.422,1599.52,18778,26334
6000,2015.425,1598.78,17492,26729
6001,2015.427,1598.15,19617,27479
6002,2015.43,1597.12,20932,26298
6003,2015.433,1597.64,23443,24442
6004,2015.436,1597.63,24571,24696
6005,2015.438,1597.91,31084,27589
6006,2015.441,1598.07,31422,29425
6007,2015.444,1598.57,36698,30458
6008,2015.447,1598.81,33795,30800
6009,2015.449,1598.5,27764,31633
6010,2015.452,1598.56,34166,33417
6011,2015.455,1598.43,32377,34000
6012,2015.458,1598.2,31130,34000
6013,2015.46,1597.57,26097,33959
6014,2015.463,1597.47,32752,34000
6015,2015.466,1598.54,47394,34041
6016,2015.468,1599.72,48728,34000
6017,2015.471,1600.28,41483,34000
6018,2015.474,1600.72,40226,33959
6019,2015.477,1600.84,35750,34041
6020,2015.479,1601.45,42688,34000
6021,2015.482,1602.24,45253,34000
6022,2015.485,1602.65,39839,34000
6023,2015.488,1602.51,32006,34000
6024,2015.49,1602.34,31579,34000
6025,2015.493,1602.26,32944,34083
6026,2015.496,1601.95,27434,31850
6027,2015.499,1602.47,32682,25276
6028,2015.501,1603.03,33501,25524
6029,2015.504,1603.5,32095,25400
6030,2015.507,1604.36,37608,35359
6031,2015.51,1605.75,45282,25483
6032,2015.512,1607.42,49186,25400
6033,2015.515,1609.26,51484,25275
6034,2015.518,1610.9,48842,25483
6035,2015.521,1613.3,59585,25400
6036,2015.523,1615.69,59182,26068
6037,2015.526,1618.1,59810,25483
6038,2015.529,1620.09,56964,28450
6039,2015.532,1622.04,57830,26400
6040,2015.534,1623.98,57125,25858
6041,2015.537,1626.19,64213,28591
6042,2015.54,1629.23,81946,34172
6043,2015.542,1631.39,70150,35336
6044,2015.545,1633.16,64988,36460
6045,2015.548,1634.75,62294,37119
6046,2015.551,1636.45,63234,35833
6047,2015.553,1638.07,64068,37958
6048,2015.556,1639.88,69067,39894
6049,2015.559,1641.11,62956,41183
6050,2015.562,1642.45,64787,40838
6051,2015.564,1643.59,61815,41440
6052,2015.567,1645.13,68843,41321
6053,2015.57,1646.13,59114,41242
6054,2015.573,1647.03,57217,41132
6055,2015.575,1647.81,55159,41218
6056,2015.578,1648.5,53393,41061
6057,2015.581,1649.64,52610,32236
6058,2015.584,1650.91,61811,39113
6059,2015.586,1651.85,57538,40738
6060,2015.589,1652.75,57083,40998
6061,2015.592,1654.06,61780,38368
6062,2015.595,1655.2,60418,40044
6063,2015.597,1656.33,60134,39938
6064,2015.6,1657.76,66387,41519
6065,2015.603,1660.08,82716,41125
6066,2015.605,1662.22,81881,41311
6067,2015.608,1663.78,77184,46826
6068,2015.611,1664.98,76402,53049
6069,2015.614,1665.71,72554,58348
6070,2015.616,1666.34,62951,50691
6071,2015.619,1667.75,68273,40834
6072,2015.622,1668.8,61434,41000
6073,2015.625,1669.71,58709,41000
6074,2015.627,1670.52,56721,40958
6075,2015.63,1670.57,41894,40921
6076,2015.633,1670.84,46294,41040
6077,2015.636,1671.3,49795,40842
6078,2015.638,1672.16,49995,33259
6079,2015.641,1672.71,37243,26540
6080,2015.644,1673.4,36580,23152
6081,2015.647,1673.74,29967,23351
6082,2015.649,1674.24,32966,23236
6083,2015.652,1674.73,32776,23240
6084,2015.655,1675.27,33665,23156
6085,2015.658,1675.77,32804,23074
6086,2015.66,1676.21,31720,23156
6087,2015.663,1676.71,33297,23567
6088,2015.666,1677.19,32677,23337
6089,2015.668,1677.56,31468,24267
6090,2015.671,1677.9,31008,24392
6091,2015.674,1678.07,28023,24714
6092,2015.677,1678.22,27722,24803
6093,2015.679,1678.32,26546,24600
6094,2015.682,1678.27,23412,24385
6095,2015.685,1678.29,24929,24540
6096,2015.688,1678.2,23020,24771
6097,2015.69,1678.07,21978,24508
6098,2015.693,1677.88,20652,24350
6099,2015.696,1677.6,18901,24350
6100,2015.699,1677.48,19051,21386
6101,2015.701,1677.53,21911,20938
6102,2015.704,1677.56,24934,24350
6103,2015.707,1677.5,23182,24350
6104,2015.71,1677.39,22251,24392
6105,2015.712,1677.22,21042,24350
6106,2015.715,1677.02,20079,23971
6107,2015.718,1676.72,17467,23305
6108,2015.721,1676.72,17526,17526
6109,2015.723,1677.22,23339,13609
6110,2015.726,1677.54,18911,12682
6111,2015.729,1678,21113,12160
6112,2015.732,1678.51,21725,11800
6113,2015.734,1678.86,19296,12485
6114,2015.737,1679.1,17958,13288
6115,2015.74,1679.22,16991,14656
6116,2015.742,1679.12,14031,15977
6117,2015.745,1678.93,13359,17056
6118,2015.748,1678.69,12584,17255
6119,2015.751,1678.5,14305,18002
6120,2015.753,1678.21,13106,18749
6121,2015.756,1677.87,12532,19150
6122,2015.759,1677.59,14239,19688
6123,2015.762,1677.16,11621,19988
6124,2015.764,1676.75,11496,19475
6125,2015.767,1676.37,12105,19500
6126,2015.77,1676.03,12819,19435
6127,2015.773,1675.65,11519,18915
6128,2015.775,1675.41,13150,17820
6129,2015.778,1675.1,10282,16315
6130,2015.781,1674.85,10630,15496
6131,2015.784,1674.56,10470,16113
6132,2015.786,1674.32,11050,15721
6133,2015.789,1674.14,10097,14600
6134,2015.792,1674.03,12430,14570
6135,2015.795,1673.86,11009,14317
6136,2015.797,1673.7,11478,14592
6137,2015.8,1673.5,10900,14792
6138,2015.803,1673.27,10132,14608
6139,2015.805,1673,9346,14600
6140,2015.808,1672.74,9360,14421
6141,2015.811,1672.55,9303,13000
6142,2015.814,1672.33,8719,13000
6143,2015.816,1672.2,10237,12767
6144,2015.819,1672.03,8992,12300
6145,2015.822,1671.86,8950,12258
6146,2015.825,1671.68,8597,12100
6147,2015.827,1671.48,8400,12292
6148,2015.83,1671.3,8600,12103
6149,2015.833,1671.13,8592,11900
6150,2015.836,1670.97,8903,12018
6151,2015.838,1670.77,8302,12194
6152,2015.841,1670.54,9124,13600
6153,2015.844,1670.29,8993,13858
6154,2015.847,1670.01,8573,14021
6155,2015.849,1669.73,8408,13858
6156,2015.852,1669.37,7236,14242
6157,2015.855,1669.01,6657,13662
6158,2015.858,1668.7,7667,13700
6159,2015.86,1668.42,8015,13464
6160,2015.863,1668.05,7300,14500
6161,2015.866,1667.76,8063,13713
6162,2015.868,1667.48,8329,13778
6163,2015.871,1667.15,7278,13700
6164,2015.874,1666.79,6655,13661
6165,2015.877,1666.51,8252,13700
6166,2015.879,1666.22,8056,13700
6167,2015.882,1665.93,8056,13700
6168,2015.885,1665.59,7083,13700
6169,2015.888,1665.26,7318,13739
6170,2015.89,1664.83,5332,13700
6171,2015.893,1664.39,5137,13700
6172,2015.896,1664.03,6735,13740
6173,2015.899,1663.69,7025,13643
6174,2015.901,1663.36,7358,13779
6175,2015.904,1662.93,6495,14863
6176,2015.907,1662.53,6476,14260
6177,2015.91,1662.23,7636,13474
6178,2015.912,1661.87,6618,13625
6179,2015.915,1661.49,7070,14465
6180,2015.918,1661.09,7075,14859
6181,2015.921,1660.7,7311,14900
6182,2015.923,1660.27,6732,15100
6183,2015.926,1659.77,5894,15258
6184,2015.929,1659.32,7482,15525
6185,2015.932,1658.8,6699,15992
6186,2015.934,1658.26,6856,16508
6187,2015.937,1657.66,6243,16967
6188,2015.94,1657.06,6739,17462
6189,2015.942,1656.46,6927,17650
6190,2015.945,1656.02,9694,17558
6191,2015.948,1655.44,7268,17633
6192,2015.951,1654.89,7971,17800
6193,2015.953,1654.3,7255,17800
6194,2015.956,1653.69,7348,18250
6195,2015.959,1653.07,7247,18328
6196,2015.962,1652.4,6446,18421
6197,2015.964,1651.72,6319,18472
6198,2015.967,1651.05,6326,18300
6199,2015.97,1650.35,6000,18510
6200,2015.973,1649.65,5652,18163
6201,2015.975,1648.99,6042,17837
6202,2015.978,1648.3,5200,17532
6203,2015.981,1647.69,6097,17000
6204,2015.984,1647.05,5562,17000
6205,2015.986,1646.39,5168,16963
6206,2015.989,1645.76,5590,16850
6207,2015.992,1645.16,6126,16850
6208,2015.995,1644.51,5154,16770
6209,2015.997,1643.96,5514,15344
6210,2016,1643.44,5607,14900
6211,2016.003,1642.89,5368,15198
6212,2016.005,1642.33,5523,15532
6213,2016.008,1641.76,5611,15798
6214,2016.011,1641.16,5176,15900
6215,2016.014,1640.59,5535,15900
6216,2016.016,1640.02,5932,15941
6217,2016.019,1639.44,6517,15900
6218,2016.022,1638.9,6967,15671
6219,2016.025,1638.34,6793,15819
6220,2016.027,1637.76,6633,15981
6221,2016.03,1637.16,6341,16011
6222,2016.033,1636.54,6332,16325
6223,2016.036,1636,6517,15221
6224,2016.038,1635.48,6218,14600
6225,2016.041,1634.95,5858,14400
6226,2016.044,1634.43,5688,14069
6227,2016.046,1633.92,5919,14140
6228,2016.049,1633.38,5396,14100
6229,2016.052,1632.85,5600,14141
6230,2016.055,1632.3,5614,14479
6231,2016.057,1631.71,5157,14667
6232,2016.06,1631.09,4708,14700
6233,2016.063,1630.45,4684,15000
6234,2016.066,1629.82,4845,15000
6235,2016.068,1629.19,4847,15000
6236,2016.071,1628.59,4563,14234
6237,2016.074,1627.98,4515,14347
6238,2016.077,1627.3,4358,15318
6239,2016.079,1626.7,6087,15758
6240,2016.082,1626.06,5764,16079
6241,2016.085,1625.3,4450,16700
6242,2016.087,1624.61,5729,16850
6243,2016.09,1623.87,5739,17667
6244,2016.093,1623.11,5225,17474
6245,2016.096,1622.32,4959,17692
6246,2016.098,1621.54,5271,17842
6247,2016.101,1620.73,5173,18229
6248,2016.104,1619.9,5109,18300
6249,2016.107,1619.04,5907,18156
6250,2016.109,1618.26,6799,17908
6251,2016.112,1617.43,6505,18329
6252,2016.115,1616.54,5807,18482
6253,2016.117,1615.63,5737,18700
6254,2016.12,1614.68,5241,18772
6255,2016.123,1613.75,5354,18600
6256,2016.126,1612.78,4784,18600
6257,2016.128,1611.85,5297,18544
6258,2016.131,1610.85,4216,18460
6259,2016.134,1609.8,3702,18658
6260,2016.137,1607.77,4086,18756
6261,2016.139,1607.87,4814,17634
6262,2016.142,1607.1,6266,17234
6263,2016.145,1606.31,6009,17261
6264,2016.148,1605.48,5517,17339
6265,2016.15,1604.62,5356,17606
6266,2016.153,1603.74,5450,17983
6267,2016.156,1602.86,5694,18229
6268,2016.158,1601.9,4793,18467
6269,2016.161,1600.94,5022,18696
6270,2016.164,1599.79,5807,21817
6271,2016.167,1598.32,6903,25249
6272,2016.169,1596.72,7029,26997
6273,2016.172,1595.1,7260,27479
6274,2016.175,1593.45,7319,27911
6275,2016.178,1591.92,6990,26085
6276,2016.18,1590.75,6528,21130
6277,2016.183,1589.68,5659,19013
6278,2016.186,1588.52,5494,19971
6279,2016.189,1587.26,5767,21492
6280,2016.191,1585.91,5607,22456
6281,2016.194,1584.63,5942,21917
6282,2016.197,1583.97,7382,15618
6283,2016.199,1583.82,9290,11162
6284,2016.202,1583.78,10653,11153
6285,2016.205,1583.5,8271,11765
6286,2016.208,1583.02,6504,12494
6287,2016.21,1582.52,6131,12371
6288,2016.213,1582.16,7417,11910
6289,2016.216,1581.97,9691,12063
6290,2016.219,1581.63,8030,12274
6291,2016.221,1581.25,7213,11955
6292,2016.224,1580.96,8173,11792
6293,2016.227,1580.67,8362,11981
6294,2016.23,1580.21,6201,11942
6295,2016.232,1579.69,6698,12535
6296,2016.235,1579.1,7094,13216
6297,2016.238,1578.45,6978,13724
6298,2016.24,1577.8,6650,13394
6299,2016.243,1577.1,6708,13971
6300,2016.246,1576.4,6745,14009
6301,2016.249,1575.8,7535,13761
6302,2016.251,1575.22,6847,12865
6303,2016.254,1574.7,7302,12698
6304,2016.257,1574.4,9237,12350
6305,2016.26,1574.3,11293,12330
6306,2016.262,1574.3,11970,11970
6307,2016.265,1574.28,11712,11920
6308,2016.268,1574.01,8968,11769
6309,2016.27,1573.76,8776,11370
6310,2016.273,1573.5,8742,11440
6311,2016.276,1573.08,7136,11494
6312,2016.279,1572.69,7078,11124
6313,2016.281,1572.26,6788,11250
6314,2016.284,1571.83,6912,11375
6315,2016.287,1571.36,6749,11625
6316,2016.29,1570.94,7017,11375
6317,2016.292,1570.49,7437,12107
6318,2016.295,1569.73,7703,15589
6319,2016.298,1569.27,11217,15990
6320,2016.301,1569.14,14777,16125
6321,2016.303,1568.72,12010,16368
6322,2016.306,1568.2,11771,17167
6323,2016.309,1567.58,11554,17988
6324,2016.311,1566.81,10422,18411
6325,2016.314,1566,10549,18954
6326,2016.317,1564.95,8306,19200
6327,2016.32,1563.91,8576,19367
6328,2016.322,1562.75,7262,19300
6329,2016.325,1561.5,5863,18833
6330,2016.328,1560.38,6956,18577
6331,2016.331,1559.32,8018,17659
6332,2016.333,1558.48,10761,17800
6333,2016.336,1557.75,12356,18473
6334,2016.339,1557.38,15434,18535
6335,2016.342,1557.32,18111,18613
6336,2016.344,1557.25,17381,17968
6337,2016.347,1556.76,13987,18092
6338,2016.35,1556.4,16158,19175
6339,2016.352,1556.11,16878,19308
6340,2016.355,1556.65,24137,19612
